Year,Genre,Sentence
2001,Crime/Detective & Suspense/Thrillers,"Shadow had done three years in prison. He was big enough and looked dont-fuck-with-me enough that his biggest problem was killing time. So he kept himself in shape, and thought a lot about how much he loved his wife."
1969,Crime/Detective & Suspense/Thrillers,"At seven oclock, the morning of the 26th of December, the S. S. Poseidon , 81,000 tons, homeward bound for Lisbon, after a month-long Christmas cruise to African and South American ports, suddenly found herself in the midst of an unaccountable swell, 400 miles south-west of the Azores, and began to roll like a pig."
1933,Crime/Detective & Suspense/Thrillers,Autumn sun beat against the window. Perry Mason sat at the big desk. There was about him the attitude of one who is waiting. His face in repose was like the face of a chess player who is studying the board.
1988,Crime/Detective & Suspense/Thrillers,"It was a solecism of the very worst kind. He sneezed loudly, wetly, and quite unforgivably into the womans face."
1991,Crime/Detective & Suspense/Thrillers,Tina Cogin knew how to make the most of what little she had. She liked to believe it was a natural talent.
1996,Crime/Detective & Suspense/Thrillers,Charlotte Bowen thought she was dead.
2009,Crime/Detective & Suspense/Thrillers,"Joel Campbell, eleven years old at the time, began his descent into murder with a bus ride."
2022,Crime/Detective & Suspense/Thrillers,"By every measure, the operation was a success, but it marked the first time Katrina Leonidivna had ever vomited on her target."
2023,Crime/Detective & Suspense/Thrillers,"Paris, ten days ago. She used to be the golden girl."
1982,Crime/Detective & Suspense/Thrillers,"My name is Kinsey Millhone. Im a private investigator, licensed by the state of California. Im thirty-two years old, twice divorced, no kids. The day before yesterday I killed someone and the fact weighs heavily on my mind."
1985,Crime/Detective & Suspense/Thrillers,"After its over, of course, you want to kick yourself for all the things you didnt see at the time."
1992,Crime/Detective & Suspense/Thrillers,"I feel compelled to report that at the moment of death, my entire life did not pass before my eyes in a flash."
1999,Crime/Detective & Suspense/Thrillers,"The Latin term pro bono , as most attorneys will attest, roughly translated means for boneheads and applies to work done without charge."
2004,Crime/Detective & Suspense/Thrillers,"The basic question is this: given human nature, are any of us really capable of change?"
2005,Crime/Detective & Suspense/Thrillers,"When Liza Mellincamp thinks about the last time she ever saw Violet Sullivan, what comes most vividly to mind is the color of Violets silk kimono, a shade of blue that Liza later learned was called cerulean, a word that wasnt even in her vocabulary when she was fourteen years old."
2009,Crime/Detective & Suspense/Thrillers,What fascinates me about life is that now and then the past rises up and declares itself.
1938,Crime/Detective & Suspense/Thrillers,"Hale knew, before he had been in Brighton three hours, that they meant to murder him."
1940,Crime/Detective & Suspense/Thrillers,Mr. Tench went out to look for his ether cylinder: out into the blazing Mexican sun and the bleaching dust. A few buzzards looked down from the roof with shabby indifference: he wasnt carrion yet.
1949,Crime/Detective & Suspense/Thrillers,One never knows when the blow may fall.
1988,Crime/Detective & Suspense/Thrillers,"I am now in my twenty-second year and yet the only birthday which I can clearly distinguish among all the rest is my twelfth, for it was on that damp and misty day in September I met the Captain for the first time."
1984,Crime/Detective & Suspense/Thrillers,The doors of the Royal Shakespeare Theatre emptied another audience into a mean rain that always seemed to know the minute the performance ended.
2003,Crime/Detective & Suspense/Thrillers,"It was 7 minutes after midnight. The dog was lying on the grass in the middle of the lawn in front of Mrs. Shearss house. Its eyes were closed. It looked as if it was running on its side, the way dogs run when they think they are chasing a cat in a dream. But the dog was not running or asleep. The dog was dead."
1987,Crime/Detective & Suspense/Thrillers,"Standing in front of his dresser mirror, the young man pointed the revolver at his reflection. He held it there until the waver in his hand had subsided. He closed his eyes, drew in a deep breath, and brought the revolver down."
1998,Crime/Detective & Suspense/Thrillers,"Her memory of that day never lost clarity. Eighteen years later, it was still there, every odor, every word and image, the exact heft of the pistol, each decibel of the explosion detonating again and again in the soft tissue of memory."
2022,Crime/Detective & Suspense/Thrillers,Thorn had just finished tying off his skiff to the dock cleats when the girl appeared in his yard. The girl who would force him to reconsider every moment of the last twenty years.
1929,Crime/Detective & Suspense/Thrillers,"It was a diamond all right, shining in the grass half a dozen feet from the blue brick wall. It was small, not more than a quarter of a carat in weight, and unmounted. I put it in my pocket and began searching the lawn as closely as I could without going at it on all fours."
1929,Crime/Detective & Suspense/Thrillers,I first heard Personville called Poisonville by a red-haired mucker named Hickey Dewey in the Big Ship in Butte. He also called his shirt a shoit.
1930,Crime/Detective & Suspense/Thrillers,"Samuel Spades jaw was long and bony, his chin a jutting v under the more flexible v of his mouth. His nostrils curved back to make another, smaller, v. His yellow-grey eyes were horizontal. The v motif was picked up again by thickish brows rising outward from twin creases above a hooked nose, and his pale brown hair grew downfrom high flat templesin a point on his forehead. He looked rather pleasantly like a blond satan."
1931,Crime/Detective & Suspense/Thrillers,"Green dice rolled across the green table, struck the rim together, and bounced back. One stopped short holding six white spots in two equal rolls uppermost. The other tumbled out to the center of the table and came to a rest with a single spot on top. Ned Beaumont grunted softlyUhn!and the winners cleared the table of money."
1933,Crime/Detective & Suspense/Thrillers,"Her right ankle turned under her and she fell. The wind blowing downhill from the south, whipping the trees beside the road, made a whisper of her exclamation and snatched her scarf away into the darkness. She sat up slowly, palms on the gravel pushing her up, and twisted her body sidewise to release the leg bent beneath her."
